# X0,X1
1.262311464957177165e+01,-1.937898127522011293e+01
2.449347920920276778e+01,-1.289127884186251727e+01
2.011956726389011685e+00,1.165549719664520900e+01
5.575047695888956412e+01,1.658046681760987084e+01
6.808220645010965022e+00,1.911026073536065439e+01
1.095745077132932366e+01,1.831423333426310052e+01
-8.869616544378221556e-01,-4.099397852716719193e+00
-2.327314239943288854e+01,-1.898194460289203889e+01
1.339307077565781157e+01,-1.361444345679296042e+01
9.494312109390943277e+00,3.485377086677718395e-01
1.759885094114840953e+01,-1.350697360019588267e+01
-6.387963550381592803e+00,-1.090357259869582407e+01
6.194137584009631325e+01,-2.142118057212796245e+01
1.530971885637771202e+01,-1.787812253985256561e+01
3.867585809262681096e+01,-7.336153555522178848e+00
4.145820323971538102e+01,-1.134354213820959423e+01
2.492002954098042977e+01,8.411718826361808121e-01
-1.266112136849926095e+01,2.998177052268341924e+01
-3.455398853827235683e+01,1.919638120204566789e+01
5.293584259132134662e+01,-1.554218338994553417e+00
8.817024965280373383e-01,4.193527136915714948e+01
-4.573282700632487874e+00,-9.242937692762211555e+00
-1.381232983354472310e+00,6.051070533674982599e+00
3.211586234283284114e+01,-6.628539083283028432e+00
1.469748899357924188e+01,1.907113539238691402e+01
8.516553382008190454e+00,-1.073459102837793644e+01
2.567381035128430256e+01,-2.219884359292860410e+01
1.372132742903909097e+01,-1.813332830520272054e+01
-2.631325630768566981e+01,-2.553483527222357097e+01
-7.238989917716191158e+00,-1.989065213490876971e+01
3.989742783805670001e+01,1.372246102284052505e+01
-3.734215378969337706e+01,3.245165879736874981e+00
-1.587739704438872756e+01,-1.589238245923737836e+01
-1.590812609684702039e+01,-1.084825318121046989e+00
1.384909542699086771e+01,-2.503055321624432494e+01
1.828123001055174779e+00,-3.730655979048742577e+00
-3.816136768235075039e+01,-1.159738277217269520e+01
-4.651684321486573737e+01,2.858462544156823881e+00
-6.226444599125233736e+00,4.370329774843256132e+00
-4.108867148421310844e+01,-2.588804458425110511e+01
5.533552180568625545e+01,8.021879507340948123e+00
-2.420900334000387844e+01,2.154863422696364239e+01
-1.416862893921885203e+01,2.406423488977980085e+00
6.392607110784641122e+01,-1.148268812534055705e+01
-3.212333615566770106e+01,-1.412670706113942920e+01
4.308245808768411678e+01,5.797642327661213457e+00
-1.785230616195973141e+01,-2.127240774743068030e+01
-1.140668536221865459e+01,-3.535194753615625185e+00
-2.102328500914807208e+01,-1.438759100033036376e+01
1.727108288837350614e+01,-5.135691073124642259e+01
-2.283805928864040879e+01,-1.647364039740650554e+01
1.661797466003054424e+01,-9.660526972838180626e+00
-2.181977948970141057e+01,9.243453716706790946e-01
-4.026850488727315991e+01,-1.736508181650046367e+01
-1.713175293409969413e+01,-3.678742136084692582e+00
-2.707125997878216950e+01,-4.737048076571857003e+00
-8.644310999454837940e+00,-3.698621990708677743e+01
3.317135437918781804e+01,-2.298653502527812265e+01
-1.818355301277515679e+01,2.262621205418214743e+01
-4.220220750123822029e+01,1.093515982092766459e+00
1.092262432145168383e+01,-1.836974492845854456e+01
-1.545889733605844363e+01,-1.641117076802975916e+01
-3.002103022015576883e+00,-3.174418171996937588e+01
3.261683911912971912e+00,3.327868754441341448e+00
1.890187743383921770e+01,5.690537532878326976e-01
-3.333410399474837504e+01,1.858741882401329093e+01
5.225487511551992093e+00,-2.399477683781314852e+01
-1.903793695459010493e+01,-2.018511037443698797e+01
8.985778964919017398e+00,-3.529043889540763246e+01
-3.213514304481288519e+01,-1.856947658443954197e+01
2.202773658578606231e+01,8.565797243250093729e+00
1.689219803747952664e+00,7.061278973357738131e+00
-2.883535919274568471e+01,-1.357452116531236364e+01
2.036852658928753002e+01,1.415196422779307461e+01
-1.699723636277085248e+01,-1.445077294086559405e+01
5.530894010965864638e+00,-3.939644181840409765e+00
-1.326134645700046377e+01,-1.849479540232712438e+01
-1.651327841785836981e+01,4.062734999940249025e+01
8.342700409442906917e+00,-1.498898532827261576e+01
1.433233859155927270e+01,-6.899885896613679570e+00
4.810952007708355183e+00,3.946616675092490567e+01
1.399016565183727323e+01,1.776179637396491273e+01
9.524701712026130140e-01,-1.380451236694755224e+01
5.474521691888763542e+01,1.724850691847516515e+01
6.860913449364493211e+00,4.247459778871787250e+01
-2.029283102629111468e+01,-2.649454129745955200e+01
3.550778650330033770e+01,-5.385707997929233493e+00
-2.286156013909655016e+01,6.898118882078994041e+00
-2.798179569820192114e+01,-2.822417168457879555e+01
-1.087882870965701265e+01,2.564719838316324108e+00
-1.426279650022517664e+01,4.309298433100915204e+00
-4.394120081742297401e+00,1.396763901561030430e+01
4.804207574284959925e+00,-6.211761393571048728e+00
2.750105514207822921e+01,8.786742838965833968e+00
5.475625724430844166e+00,5.975353023551536857e+00
1.806299138262581705e+00,-2.611037620671455883e+01
1.631105010551888412e+01,-6.156813134889106642e+00
3.970691884385069415e+01,-1.528043024776537973e+00
-1.497145912587246919e+01,-1.703227716283607762e+01
-9.123873617230837674e-01,1.058681509109948671e+01
-2.573771577999041327e+01,8.214872364547789019e+00
2.468256618039075434e+01,1.048114641707244221e+00
2.241984993361672807e+01,-2.933892021868827271e+01
-1.799681037397141381e+01,2.853661667814869318e+01
2.565668790671283261e+01,-5.492237110823165125e+00
2.144222105452092819e+01,1.433888157254358253e+00
1.444789258603927173e+01,3.456076842677754257e+01
-1.035539320660072349e+01,-2.303705005608845013e+01
7.990095904390955184e+00,7.716793960506641348e+00
-2.266201030291586349e+01,-3.388898006452207845e+00
7.724041828228283002e+00,3.992170508566887577e+01
4.295213554945382484e+00,-2.803089081860225207e+01
-1.288634315464217472e+01,3.033233420922699253e+01
-2.857668950323251966e+00,2.339529588372928970e+01
-3.100847406012748309e+01,5.552201555602219729e-01
9.466314302023571159e+00,-2.276774261204113081e+00
1.557723506041849681e+01,-1.975715581834255108e+00
-8.042600082062545397e+00,-4.124602955523817371e+01
-7.978100555877775335e+00,2.345898207840692962e+01
1.578370565791301239e+01,-8.913069841561528150e+00
-9.135760332895742408e+00,9.756189517208985862e+00
-1.702844669221443041e+01,3.018721251200953049e+01
4.151163602282112919e+01,-1.158653212623338113e+01
-3.407695489103434738e+01,3.501380763931769735e+01
-3.828996789533803025e+01,-2.830272927813577510e+01
1.322863154850741196e+01,3.429567623827173151e+01
-1.463510451742828700e+01,-1.053690255440665702e+01
3.264139705726400109e+01,-2.509430255095972129e+01
-3.956908898153459830e+01,-2.126452373204431368e+01
4.163500001609105539e+01,-2.384925475237532666e+01
5.299409219485612255e+01,1.308657046478628949e+01
3.720303662513170240e-01,5.494389528237310572e+01
1.778399344481076838e+01,1.180854604300791877e+01
1.582101409227031219e+01,-2.504891094882872338e+01
-2.649429257067159593e+00,-2.451095940850709098e+01
-3.100201801502534593e+01,-1.964731176125762246e+01
-7.344269289789659982e-01,1.207460410981884991e+01
1.190453124566935372e+01,-4.050951582041919963e+00
1.002388550975987641e-01,9.270233614053092097e+00
2.868688423533799892e+01,-8.954191967837441979e+00
4.051114275102780482e+01,-1.176182434414392119e+01
-2.216160609982150120e+01,-2.508966799714050566e+01
5.684506760885653165e+01,1.591823644490452772e+01
3.544802478341075869e+01,3.759739083534072535e+01
-1.789667777582983632e+01,3.845990569100506917e+01
-5.926291633154765925e+00,1.236313730813617795e+01
9.683422620890937083e+00,-1.838977301363376426e+01
1.622698000857509149e+00,-1.913371905506604520e+01
1.090500212809793901e+01,2.190338822469815128e+01
2.729570737942582781e+01,-1.921727271953913885e+01
9.014054627632036798e+00,1.831263752256992206e+01
5.434670719307305120e+01,6.559648001992456123e+00
2.706041784594352961e+01,-6.935582418977525698e+00
6.202449924809611304e+01,-1.671172033116517142e+01
2.186084812764224239e+01,-1.940410099369244801e+00
-1.677459706926289584e+01,-5.831861840827284871e-01
3.441872741399747415e+00,-1.153595053451799934e+01
-1.506362942638562785e+01,1.502176377256452611e+01
1.581258726582329821e+01,-2.823433337932116416e+01
9.696796365140361473e+00,1.209419999062382622e+01
3.154778024280384940e+01,2.673466336964966938e+00
-1.295672850735206083e+01,-7.098846680831407241e+00
6.274949140959679994e+01,4.817030531657237269e+00
-1.723418535559594389e+01,-1.479954501661338107e+01
-2.315047079685577813e+01,-2.393703344715445169e+01
2.471412647454805622e+01,-2.206687207106358173e+01
4.638512906970746741e+01,-1.555080991778389610e+01
-2.777629734845582021e+01,1.602109730223058293e+01
2.505861390988513548e+01,-1.530877164988809369e+01
-6.995402893397046462e+00,2.833831269349655102e+01
5.708136957703224823e+01,1.739478994585360994e+01
2.744914764660952144e+01,3.670164790929688170e+00
8.027309423938490340e+00,2.532337124707954246e+01
-3.343282317241305179e+01,1.351999422233780024e+01
2.263607313662655685e+01,3.620090991187152163e+00
1.044854730323219094e+01,-1.963938685859569233e+01
-3.762334147179681310e+01,-2.760000320267284835e+01
-1.396259003194811754e+01,-1.287799172161583883e+01
-1.479413946620650044e+01,1.771100228952746392e+01
-2.958126576848315281e+01,1.026916677489464291e+01
-2.141010064495921483e+01,-3.087681937525220022e+01
2.639415096961647222e+01,-9.118852998038962099e+00
3.421588773267094297e+01,-9.041281649822474620e+00
-1.746994045906033932e+01,-1.269092785247140753e+01
-9.246751047829718573e+00,-4.489942094556229080e+01
-3.313006057062278131e+01,-1.790846012838207102e+01
-3.024219312341238086e-01,-9.986423058781232598e+00
2.003663428083794429e+01,-1.208182923480595417e+00
9.583395766974950547e+00,3.681468926290553156e+01
-1.664028976761955647e+01,-3.751587621478191181e+01
-2.960907189470396261e+01,-2.922957497920810255e+01
6.536303157130780050e+01,4.536408285685295638e+00
7.794034654844118615e-01,-2.361696619558347621e+01
-3.003248925339053699e+01,2.265963080288665665e+01
1.015154662204819580e+01,2.969786945759824714e+00
-1.164116607436200823e+01,4.183896887081644422e+01
2.454028681326106565e+01,8.728346015914729250e+00
1.266155421305093931e+01,-2.106605557349184821e+01
-1.473085923470335068e+01,2.032046291282477668e+01
-2.836109930885069375e+01,-1.927027163649528063e+01
2.031888553138310982e+01,3.479280475831385644e+01
7.247987925739290738e+00,1.901179562865574368e+01
1.188071202538568549e+01,2.093981600865891934e+01
-2.483276457081887756e+01,-2.786597506441160110e+00
-8.002296227091381553e+00,3.377980203806109216e+01
-2.375689871804242159e+01,-1.314836577707920950e+00
1.326841175138533835e+01,1.497317257525459944e+01
-1.306471435988312990e+01,3.038267873658461582e+01
6.254846630901811011e+01,2.273355164556456032e+00
-3.728689759854928809e+01,1.038548217039058663e+01
-3.295266605447145736e+01,1.064038102042936451e+01
3.999847135546856780e+00,-1.500494539245859293e+01
-3.290985084217262369e+01,-3.508517388275882887e+00
-2.399910343579991689e+01,-4.067369950714510907e+00
5.225391115343828119e+01,2.800947962727176055e-01
1.074753687398763802e+01,2.288572456149766055e+01
-3.376074493041531177e+00,2.502593942525211546e+01
5.250980928263819436e+01,1.627867272130041698e+01
3.217449042160833272e+00,-1.279092906071930358e+01
3.539882105094410036e+01,-2.465319234487554567e+01
2.620034430800568614e+01,9.833396902942855178e+00
-1.940045155199425775e+00,-1.085355244760189297e+00
6.305095906611152401e+01,-2.151663406135292078e+01
9.976483837304575886e+00,3.979964913749757915e+00
4.313755891508832718e+01,2.600822479561838207e+01
-5.050751297957013719e+00,-1.548672249552513236e+01
8.923404232377286860e+00,-1.844592832285876582e+01
-2.492644006333346240e+01,1.039322709742297945e+01
-3.820792172081090143e+01,-3.278537671233144124e+01
3.611773717237941383e+00,1.664574444017914701e+01
-3.666499189395025127e+01,-5.162914505467792736e+00
-1.824697141796444555e+01,2.050524816859634925e+01
1.210332742679009144e+01,1.263777104634283077e+01
-2.420450453490535025e+01,1.463586881050584410e+01
-3.329709029227272410e+00,1.809324049809682933e+01
-1.700578907329983380e+01,-1.325228137397687966e+00
-3.225641811216837596e+01,-1.852028329799716744e+01
2.217922915051783406e+01,2.078369418523892165e+01
7.557177131563378225e+00,1.178414205304776630e+01
-9.728889210459190195e+00,-1.569885083964741668e+01
-3.172298852257258162e+00,8.929167149844747797e+00
-4.436076789317642266e+01,8.671276186213962234e+00
2.324154847077523911e+01,1.106075968101160356e+01
1.179631066672220818e+01,-1.364209174681194803e+01
7.207063079189989452e+00,1.448031419473793235e+01
-1.925999508714076880e-01,-1.255266402881127519e+01
-3.120873756888362749e+01,3.021705351350231217e-01
5.976028111300628609e+00,-6.070667481463241977e+00
-5.150328554471773401e+00,-3.311490478470684451e+01
-1.918552103995407043e-01,-3.848713333818047033e+01
-1.350140844517368777e+01,1.004330731430929191e+01
6.242539272510907900e+00,1.396331477733772886e+01
-3.193448350786220469e-01,-1.216605644537351161e+01
2.050424762729285533e+01,-7.392241433439061815e+00
-2.195933429193835273e+00,1.211928070343211239e+01
2.358487767562743187e+01,4.125589076479290601e-02
-4.253321435758729052e+01,-7.082177094081800739e+00
-4.107865058570939709e+01,1.160795035718237855e+01
1.818185230839876709e+01,3.482149753025669980e+01
-2.979961266497286942e+01,4.776222404389421250e+00
1.665003809186862682e+01,2.397050534986432524e+01
-3.925639171630147928e+01,-2.161035074229014530e+00
-1.650985852111250196e+01,-3.392927285243237634e+01
6.509539618450313014e+01,4.148117759163898910e+00
-2.622697404115605124e+01,5.184339830883555322e+00
-3.484895913731730133e+01,-1.308288137389967964e+01
-3.546769615439349366e+01,-4.946455673359244076e-01
1.484656898706528949e+01,-1.397595562500950805e+01
-2.484976270971187162e+01,1.173873850170847710e+01
-1.159445052639895124e+01,1.291836296090834146e+01
2.088084345733413727e+01,1.527168193623823989e+01
-2.047233028001569011e+01,2.156527947093342590e+01
-2.591210581134983570e+01,2.464934927910250373e+00
-4.292624140058520510e+01,-1.391386125317387190e+01
1.820675717159846485e+01,-4.743819497732388313e-01
5.708470102044950423e+00,2.988110407982858874e+01
-1.138236060674834249e+01,-4.435927983507454542e+00
-1.438354777092769154e+00,-2.120412798717257186e+00
-1.114536593319599866e+01,-2.012310770746011102e+01
3.018251942838609381e+01,4.036915816664008894e+00
-3.216880234058302790e+01,-1.258860864054340745e+01
-1.750669601166289624e+01,3.072557313561918235e+01
-7.824446569242675231e+00,3.588392678912339306e+01
-2.196042256704770068e+01,-2.517954330924780137e+01
2.278090192785568568e+00,2.508632277333710903e+01
-4.231113629527386166e+01,1.739438428760762889e+01
-3.766740912104293670e+01,2.016256103863595683e+01
2.569856749954546160e+01,1.063519219015414130e+00
-3.051084926749758353e+01,3.459415001047731408e+01
-6.510112385245915512e+00,-4.524741377421750421e+00
-1.921092356184689720e+01,1.238478665444779203e+01
-3.760941989267312380e+00,8.949792902689605256e+00
-3.033539164005443922e+01,-3.037956246578318087e+00
1.211316388116986609e+00,4.052785401894862360e+01
-3.922923589219109175e+01,-2.957333404100130636e+01
-1.207987698216995653e+01,1.961458904654192636e+01
5.411390429167660443e+01,1.751907475500134481e+01
3.398129378018764157e+01,-1.739472739133908519e+01
3.461687007064257671e+01,-6.987797769324251007e+00
1.370530507324290248e+01,-5.083461394728106342e+01
8.266655371502183769e+00,4.456402155596675385e+01
-1.813145857881610823e+01,3.047869425464335080e+01
-3.189151346863797087e+01,-2.073667335900197983e+01
-1.571948616826434275e+01,2.822753641214379172e+01
-1.245085227311690268e+01,-1.515974911293551841e+01
3.422929866738043359e+01,-4.084500035179987165e+00
-2.407100286439284886e+01,-3.612723274448404465e-01
-1.996344383872889594e+01,2.842585165161184868e+00
1.266867258890785841e+01,1.984823559406684979e+01
3.274445996018670257e+01,4.056972949772092107e+00
8.236728135035365383e+00,2.635593560662185197e+01
-1.629407019338087892e+01,-3.595131602775428092e+01
-7.446551566217345375e+00,2.430723656392603971e+01
-3.991909691481821199e+01,-2.740452898694153561e+01
-3.947770039062930181e+01,8.289142056374119605e+00
-3.454871133884046941e+01,3.302479292138093570e+01
2.669987839429369103e+01,-2.745739084853610734e+01
-5.499052517130615492e+00,-1.110098291644747803e+01
9.404004701356281970e+00,-5.031742253090174977e+00
4.468090432856370597e+01,2.517672181987617108e+01
1.796427797297976525e+01,-2.357205214289028206e+01
6.363911013722746368e+00,3.941115321847893149e+00
5.459991992351361745e+01,1.724842833671155162e+01
5.496953691128384634e+01,1.776327264298248920e+01
3.724754282646109971e+00,-3.079689656921682506e+00
4.254001557315208970e+01,-2.427234527756573002e+01
1.312288624319359442e+01,8.827397224298337619e+00
-8.274581181514625072e+00,-1.878068773089128030e+01
-1.168490116071255791e+01,9.209571364118938064e+00
1.312271701662154122e+00,2.444235331546748924e+01
1.037554549342590837e+00,3.854165572472027890e+01
5.002586049038377070e+01,-6.586074270138841946e-01
5.859671917212240011e+00,5.060029415223240790e+00
-3.553339109416865682e+01,-1.044661625709045438e+01
-3.180179042913462339e+01,-2.033991451255517546e+01
3.018585318030039488e+00,-4.133150394227279811e+00
9.597506271499538499e+00,-5.703116815379328131e+00
3.469081672281708251e+01,-2.086806115428930042e+01
-1.760221652577920892e+01,-2.358592658539622278e+01
-1.374131284074356607e+01,-1.621839410161757300e+01
5.928255042520506279e+00,3.976579972240093497e+01
-1.952993576879097049e+01,-2.526107532699530012e+01
1.480649412432429379e+01,7.997632744610156941e+00
3.057415656985297403e+01,-1.588449967680250907e+01
5.396689045056701772e+00,-3.263127771725396364e+00
9.546002408956413277e+00,1.389723765767558916e+01
-2.697844654511498419e+01,-3.117589809959168434e+01
1.887324399352861448e+01,-3.409310017344843402e+01
-2.354678138578428204e+01,-1.959449921003913175e+01
4.278463832662396982e+01,-1.381975927778104740e+01
2.324831095146246696e-01,6.732626584013461368e+00
-1.026560439532110891e+01,2.180439268434447087e+01
