# X0,X1,X2
3.194243510000501107e+00,-1.927951095870989917e+01,2.925693045125460046e+01
-2.986104104512029167e+01,-3.541128419368808977e+01,1.189050130438311292e+01
9.243906975977072005e-01,-4.383151358051869728e+00,-6.142796303256263002e+01
-1.652840715519741721e+01,2.673916957660730986e+01,-1.204088860321785859e+01
1.447719664341563828e+01,1.811055348704513435e+01,6.046295627533368133e+00
-2.659903154893674326e+01,-2.383248922865516661e+01,2.004828196614634805e+01
-8.288386219262186216e+00,-2.331358025583297433e+01,2.834368718121127628e+01
8.157477660263220187e+00,-1.738482013584921937e+00,2.554863441736219087e+01
1.109107286726644581e+01,2.723572203041802453e+01,-1.260565982587562317e+01
-2.434948771130815004e+01,2.571151401807714976e+01,-5.898131217687449634e+00
-3.080925964301187037e+01,-1.877496731739784508e+01,6.458123557044406660e+00
1.387601601924907868e+01,1.307284005639241009e+01,-2.893958672499117313e+01
9.428560802074656522e+00,6.569140934815852484e-01,-5.611786316739515890e+00
-2.351808265259953856e+01,-4.141102514361678999e+01,1.781792560406860559e+01
-1.193350902906085942e+01,-5.047674108788488212e+00,-1.293965201798258668e+01
4.247497232155021152e+01,-3.028869474448672250e+01,-5.568370077582127209e+00
2.084059142649190566e+00,-3.102045681733986271e+01,2.936451281684340842e+01
1.337038233365238149e+01,8.023723267380885815e+00,-2.255393231801353693e+01
1.234096412505294538e+01,8.262094816760480853e+00,1.978218368884483525e+01
4.138874751073463365e+00,7.929670585882023559e+00,9.970264222795163889e+00
6.106047846655713762e+00,-3.293932095744209221e+01,2.208768067247668831e+00
2.778771183954461677e+01,4.336505660354527336e+00,1.056982822214575357e+01
-1.452333408109320700e+01,-3.903772805927040679e+01,1.404398489658683680e+01
-1.954922931231431704e+01,5.636560435263295865e+00,-9.688198103293588659e+00
1.439794823494379372e+01,1.401530062854224212e+01,-2.185044550430965060e+01
-7.194027146944252493e+00,1.893679601312104310e+01,5.158774175527094386e+00
-1.431701137816342673e+01,-2.440679176235270020e+01,-2.119487942445890116e+00
-5.407908724470159356e+00,-7.525202061364928419e+00,1.289547779937706729e+01
-2.779262185878934233e+01,2.711048667009594837e+01,-9.286549814866041919e-01
-2.302651529162305977e+00,-5.913063280828798618e+00,-5.881236470403560190e+01
-2.730308296850588334e+01,-4.067752701395962234e+00,1.945179820191501818e+01
1.375254776655732414e+01,-3.670121959812586709e+00,-1.008033583590423810e+01
1.840763409391912120e+01,-2.790003890381026608e+01,1.863553118281967258e+01
-1.617068443091635643e+01,-3.650642298464003943e+01,1.710847655975601356e+01
-9.659118552184013495e+00,3.525414293638363716e+01,-1.589884765803788014e+00
-2.263761417073164584e+00,3.463493199527852795e+01,-4.534878200966787176e+01
2.341034384768368781e+01,4.126765312773159167e+00,1.914405207784525231e+01
2.870173361818495650e+01,3.593154732491870895e+00,-1.005547912639714347e+01
-9.117278182689579680e+00,1.172463214243473439e+00,-1.292114579418147002e+01
5.253318223046635893e+01,2.787243966784967597e+01,-2.140477372486440544e+01
4.892722470651939548e-01,1.741859054212513414e+01,-5.551108233142716841e+00
-1.218111150012346044e+01,1.184214093354675335e+01,-1.452124711171831706e+01
2.945079529699668797e+00,1.771935338556210660e+00,7.834166274747031089e+00
-1.738185579681345683e+00,-1.708165812363902702e+01,2.276832350913599967e+01
2.144873923062434784e+01,5.223361344518889560e+00,1.243813296483605413e+01
1.855225681918509650e+01,-1.413908877452818125e+01,-8.526686658807360431e+00
2.568241163541181393e+01,5.029013429731945983e+00,7.797396019332126116e+00
1.973319303551361426e+00,-5.337405349869650095e+00,2.213097088357077524e+01
6.255250049701249537e+01,-7.713221190350650680e+00,2.409552307444945196e+00
2.734611059396732458e+01,4.234649399740797460e-01,1.479317690532696261e+01
3.245101803871271784e+01,1.183662256133129986e+01,-3.067214285219257164e+01
3.761656441902974279e+01,5.045587844531360666e+00,-2.605852055536644585e+01
2.024511893215089131e+01,3.396906258447800031e+00,-1.523842606527025012e+01
-2.036639362886380411e+01,2.524029935907625699e+01,1.412651897296261616e+01
-3.874750580875310391e+01,-6.254198408872224668e+00,5.601239440137733894e+00
3.066003903064854086e+01,1.990273906831505712e+01,-4.941762399992700949e+01
-7.375241578820762811e+00,4.645284155081980515e+01,8.808388235342623496e-01
1.427554823143345919e+00,-1.946602428624667924e+00,1.687246281402752501e+01
-2.250069638178090869e+01,7.716973729574496677e-01,-3.406119996359918911e+00
3.483315436750282146e+01,-1.279966504967774643e+00,-1.839365318844465236e+01
-8.243284332899062150e+00,5.000121666302517198e+00,-2.393016033936605780e+01
1.845635102872968503e+01,9.646373692575868075e-01,1.059962414217722326e+01
2.940599883354255795e+01,-1.161444928055438375e+01,-1.393628021936366324e+01
2.612821778000386530e+01,1.483720980026908443e+00,1.799185976639621032e+01
-1.420240234520419254e+00,-2.830532616381312039e+01,3.066632719396752549e+01
8.621319134034223453e+00,-1.907989092774693773e+01,1.373450921509656553e+01
3.248017768117118464e+01,1.935847144777913087e+01,-2.594286546572632446e+01
-3.701102655196097402e+01,-1.947058924986143680e+01,6.977525546378575694e-01
6.918313739060791612e+00,-2.040989637291314551e+01,3.829655652474812211e+00
-1.299255114756024909e+01,-8.066573614651341373e+00,-4.303316945484091605e+00
2.842935302189702540e+01,8.118823602407198692e+00,2.757973449882967998e+01
4.485957699524786513e+00,4.571463648536238544e+00,4.817183789444198005e+00
-3.533916697424732689e+01,-1.840534773185664008e+01,2.621956574216714841e+01
-2.120585053048257151e+01,-3.638890824318782791e+01,1.657066747674590168e+00
2.142497509948487089e+00,-1.187971886263382082e+01,1.910672720271471059e+00
-1.441147229770605698e+01,-3.920409524494271380e+01,5.602759735305919087e+00
5.891058664340215500e+01,1.657565683528685341e+01,-2.382852701798636730e+01
-3.590318493693944646e+01,4.492281542272872130e+00,1.611586030181608820e+01
-1.469605931021445322e+01,-8.994745011874568652e-01,5.750849210477174900e+00
6.271115736387761785e+01,6.717501878490922174e+00,4.844966793320752529e+00
-1.082662272066467679e+01,-2.077904715339210995e+01,3.046962494802191657e+01
3.294470685334842841e+01,3.362211940346626449e+01,-8.196190625229604620e+00
-3.138280033725330487e+00,-2.079800945638960741e+01,1.155045985949114851e+01
-1.696517754448954918e+01,-1.246488529334470563e+01,7.752872129404115853e-01
-1.319248235373390266e+01,-2.215058604276622134e+01,-7.931600010994286798e+00
4.056250735181261002e-01,-4.253832717748146308e+00,-6.312442361219001441e+01
-7.820458815353988236e+00,-8.520402175606125894e+00,1.975433679452682512e+01
2.209744665439476208e+01,4.420723973786878425e+00,3.088237176727009814e+00
-1.932404180944049799e+01,-1.219909471001333934e+01,9.576011761209024087e+00
-1.895263847111998601e+01,-3.497148690891152967e+01,1.615236136648221432e+01
-4.723848654380313761e+00,-1.795415193200874526e+01,-2.613387711564743032e+00
-1.937792690380369720e+01,-2.249217005680467807e+01,1.027389190247637885e+01
-1.256056182246399189e+01,-1.853963542356856564e+01,-1.740012989641314078e+01
3.331346812899275989e+01,-1.615701385027065839e+01,-2.775701607794734116e+01
-2.009106422710728523e+01,3.453641438465398394e+00,2.377646469174400679e+01
-2.364466387769770606e+01,-2.467940738860066929e+01,-2.001606523125079029e+00
2.282537841334543316e+01,5.893129300203097110e+00,1.916261449507674897e+01
-1.069052737162483702e+01,-3.464385204031879084e+01,1.694667289083799266e+00
8.705105625730260144e+00,-2.951167739232681697e+01,-1.386785433946060131e+01
5.655246150596139998e+00,1.557893909221964535e+01,-1.180536268416477047e-01
1.719200543537060710e+01,2.351486873027595070e+00,-4.794393355972545123e+00
-3.791847429471930297e+01,-9.669914483792446447e+00,8.686047443122252076e+00
2.007387104948729828e+01,1.395573635714195904e+00,2.351719992320587238e+01
-5.912142319422651227e+00,-2.049936347784869284e+01,1.107525090344131691e+01
1.260963518161408459e+01,-1.494349784489471311e+01,-2.162663855248399436e+00
-4.681179085678945917e+00,-1.410230995679400934e+01,3.780790461710722639e+01
9.837984696901756365e+00,8.547418249610760910e+00,-2.026458384817761527e+01
-3.951007798482330191e+00,1.642820749463543351e+01,7.129198274298899740e+00
-6.230870671109358661e+00,-2.981126228010335666e+00,2.908329989173576280e+01
1.157289511545850358e+00,1.669785852682854621e+00,-2.395985244088269894e+01
-8.821320744566524041e+00,-1.056823008049344459e+01,-1.145447543307832383e+01
6.730534456166535229e+00,1.017148839102234348e+01,7.918863772173864390e+00
-4.493859772760585791e+00,-2.462121046756053744e+01,8.118877718764681006e+00
-3.801919701872729007e+01,1.839239935349657173e+01,6.470312473095273909e+00
1.683989177835345075e+01,4.667080704388315571e-01,1.782836985717489142e+01
1.754689245426562394e+01,5.956368371747966961e+00,9.352877003425512370e-02
-1.314884266089980613e+01,4.279222173072997748e+01,-3.212033123186557870e-01
-1.097901870603261543e+01,2.308327110892606004e+00,-2.191974008882096570e+01
7.667835649840232470e+00,3.933545100954468410e+00,2.436695534339577662e+01
5.285325988499186423e+01,2.799247784254712812e+01,-1.955110826170963989e+01
-1.727062065806512337e+01,4.815314579562237185e+01,-2.643150273464085043e+00
2.925442334140544443e+00,-3.446146469673156076e+01,2.389314944085129611e+01
3.238964519056639091e+01,6.872669463771543974e+00,-2.473337630855285951e+01
-2.332852751102321420e+01,-4.242254008556147760e+00,-1.174460413526624114e+00
-8.281820815675509095e+00,-2.347250246760265213e+01,2.873099405182934518e+01
-1.159671509749171747e+01,3.481080057770503888e+00,1.259543306082366954e+01
-1.305541821642468037e+01,1.701453132048526884e+00,1.726691296141985887e+01
-1.633201899533233714e+01,-2.276267356720893975e+00,-1.289734555686546891e+01
9.030161389108387837e+00,1.244928667807925393e+01,1.118442715772062712e+01
1.710537313757291145e+01,1.121256015914086035e+01,-2.355051951644068708e+01
1.580889603673311661e-01,1.293416282848152044e+01,-8.966938642801006720e-01
1.755751682823312265e+01,-2.784087184284075533e+00,2.259743598502914708e+01
2.147210886748834824e+01,5.589707426223736730e-01,-1.367246219798283535e+00
4.169052745995897880e+01,6.256969620285355305e+00,-1.053377915691935307e+01
-1.025095715562503251e+01,-3.539161039428019251e+01,3.084781194545071603e+00
-1.136820920532663415e+01,7.866609899566054054e+00,-4.861586191312617267e+00
-2.687502723562393214e+01,-7.476758649837110582e+00,-3.656638539570571833e+00
2.017224464477115120e+01,4.165447044891558370e+00,-1.532294171048983067e+01
3.396287815924821274e+01,-1.807075239220962715e+01,-1.347708560025065161e+01
-4.978149121753545181e+00,-5.299052110773208035e+00,3.956522768965753301e+01
2.495344167595379758e+01,5.833717540175283739e-02,-1.507996294848391550e+01
1.570934608147148026e+01,8.679787754797784416e+00,-1.299257373883565414e+01
-6.357939869540280675e+00,3.923949038295025815e+01,-1.438139093850953110e+01
-3.556024658347902268e+00,-3.026225392688085236e+01,1.037754845499939194e+01
-3.486654000804460640e+00,-3.424746505257273199e+00,-1.397784714226778968e+00
-1.764221453284721974e+01,-9.356503120600331513e+00,1.810500580123928316e+01
-1.765631537527245598e+01,4.370340023743952429e+01,-4.135002845897700396e+00
2.436247455172198428e+01,-3.269378509230847385e+00,1.790151009156348394e+01
-1.974210994838667688e+01,2.551667182477933338e+01,1.492950889640870038e+01
-1.198526983992240602e+01,2.091794805313910643e+01,6.280972939065014415e+00
-2.961337944299901181e+01,-1.528821128516034022e+01,9.364302244103329897e+00
9.780702566393474129e+00,4.476648640006444246e+00,1.064987349028169605e+00
1.338936094963456824e+01,-3.779866047369103477e+00,-1.021810792316203198e+01
2.209708235166394275e+01,-3.095349687530364591e+01,5.513232636334357117e+00
-1.839207561406169589e+01,2.032360062313776794e+01,7.704124090756367949e+00
1.976937331009213139e+01,6.736810773586138446e+00,1.021492031564944947e+00
-1.602327617710963992e+01,3.756234549313718779e-02,-2.143030286881689506e+00
-8.017511074279685346e+00,-8.779701090539461461e+00,3.923171796048484339e+01
3.771207766040951270e+01,4.882731033227875272e+00,-2.577360048639431511e+01
-2.705979208260256286e+01,8.642555041005241634e+00,4.569766668062935366e+01
-1.075500123265187113e+01,-4.003610661615460486e+01,7.755310238811199852e+00
-4.759826817418531419e+00,4.091102893676413288e+01,-1.469761546706925337e+01
-7.230112060943399754e+00,-1.707980930228021421e+01,6.763902300603903406e+00
3.709515886565817055e+01,-1.820935297718928325e+01,-2.516030152636180972e+01
-1.411673829165986760e+01,-3.860822830122831562e+01,1.335391939375789860e+01
3.496456886165594113e+01,-1.040005185212073968e+01,-4.054638831799038456e+01
5.556567540340146394e+01,2.260067514912105580e+01,-1.743687086589881474e+01
-3.576755290112424035e+01,5.083220602980606628e+01,5.511214989572428280e-01
2.988111135359770909e+00,3.904557889353712063e+00,-2.355652713132961296e+01
2.772494074478886361e+01,5.319475905731683163e+00,1.414062476759272791e+01
1.467680813114227334e+01,-1.155800526688274488e+01,2.500231804450752193e+01
-5.523085480095109467e+00,-1.769407437682401607e+01,3.640063740665939207e+01
-5.949498918668349567e+00,-2.270836863971126718e+00,-1.092305975240740779e+01
1.262768924106401691e+01,1.600740471107666707e+01,-4.651651546001379089e-01
-7.619655255131306149e+00,-4.578311764516259430e+00,-1.074514466693339365e+01
2.371517460570289515e+01,-5.382104881997222812e+00,-1.875304647165966543e+01
3.603722973332452995e+01,3.971761788757628864e+00,-2.635434204182319462e+01
1.702175887255964248e+00,-3.021504998689393418e+01,2.350131820803440164e+01
5.332070422557312384e+01,2.816559741270637929e+01,-2.324580256391219280e+01
1.940319144731922130e+00,3.642045845979136232e+01,-4.538513537355994742e+01
-3.881627583978805518e+01,1.395590532359318914e+01,8.737925647168205856e+00
-1.426772862365090333e+01,1.425790555957095229e+01,-6.755654533081560942e-01
2.103809213278355017e+01,7.453951085517553032e+00,1.959906035184133799e+01
1.305274206927620639e+01,8.041449191289579801e+00,2.707842262242379050e+01
-2.298915273441352269e+01,1.120210589655089528e+01,-6.339940088427282738e+00
1.320089947381896955e+01,-2.282031176805934791e+01,-2.761439887454602271e+01
-8.785236107073515655e+00,7.505668100064345261e+00,-2.595646984436569582e+01
5.578905709098391696e+01,1.667622375129214163e+01,-2.597223173437551580e+01
1.082353100036734261e+01,-2.500306448298821493e+01,1.728963406794590929e+00
6.209468036588624784e+01,-1.343646418666803566e+00,2.996650032702812272e+00
2.026380144807968975e+01,1.172084868571671024e+01,-1.015021217256468944e+01
-1.221574632491243051e+01,-7.296893798942128306e+00,1.458068959553573762e+01
9.170281902708349975e+00,4.059663376582377303e+00,1.753103096945121564e+01
-2.311053729143631230e+01,1.029984667439806501e+01,1.275356037704301393e+01
1.952892543421650373e+01,1.334409341072827715e+01,2.946493878506636221e+01
-4.922672930727874707e+00,-5.289391177444099590e+00,-2.472764449059374670e+01
3.388848761140679233e+00,-9.383736812549550166e+00,-3.013027343380699463e+01
-4.425156608994202934e+00,-1.532764933040335542e+01,4.591703325575777761e+00
6.321350353007927936e+01,5.740445470450828758e+00,-2.261820177124366893e+01
-9.997101995412741360e+00,-2.044835045756696701e+01,-5.653775406740283671e+00
1.784548143912118856e-01,-2.685426876596715928e+01,2.630911628128345470e+01
2.888027917830542535e+01,-1.171519914703292287e+01,-1.250867804056813348e+01
