# X0,X1,X2,X3
1.784107243588189062e+00,2.853972593072103270e-01,-1.391379285228359297e+00,1.332228117985801674e+01
1.011101305083985835e+01,3.609118008627452578e+00,-5.712333307505443436e+00,1.460072183783240973e+01
-1.367821498315999662e+01,-1.514442023794938974e+00,1.537075818190712795e+01,1.019449415140615400e+01
3.729339809398268102e+01,-1.012761802747874462e+01,-9.994075686411575177e+00,-1.610514989059892210e+00
-1.805447075586832639e+01,3.375965574629296384e+01,8.962616753167878869e+00,-1.244434649548306382e+01
8.748275617434879692e+00,4.810680767965813232e+00,9.348234318610078475e+00,5.876295753241231878e+00
-2.839622151530858218e+01,1.428262502041790327e+01,1.070672085514652316e+01,9.068564994358499831e+00
-2.553010722027206825e+01,-5.407475324203087297e+00,-1.886293370940750336e+01,-7.287302229380926200e+00
4.721717515048758429e+01,-1.117957489981336261e+00,-3.992695629922427969e+01,-9.879760961150910958e+00
-1.162030736875139958e+01,6.096594563516171128e+00,-5.027529458840756860e+01,-8.237424357060164626e-01
-2.076801121679556061e+01,-1.537054662532113802e+01,2.217517824803976367e+01,-1.427001975809634438e+01
2.755608498437995380e+01,1.498784541693685313e+01,-1.626618596585763754e+01,5.137370193612141200e+00
-4.679860975361375686e-01,-1.339226733214661635e+01,1.647757804992011188e+01,-7.111911984207372583e+00
4.315510436982914655e+01,-1.523138017799357868e+00,-4.424848395010756263e+01,-7.725634161125938704e+00
1.156659238617838881e+01,1.338024956352151840e+01,-9.459650974640950949e+00,9.202673307218445231e+00
7.998225445633568853e-01,2.328737003205749279e+00,1.676443853260616734e+01,7.689578343891207979e+00
-2.452826263805210871e+01,2.519767035037138214e+01,-4.511466974668942420e+00,-1.268217305918672189e+01
-2.470661968450074397e+01,1.311133057266827429e+01,-1.684017129105745880e+01,1.765525536405708973e+00
-1.218493930651508528e+01,-3.707889325320389284e-01,7.162046369874425444e+00,7.430097840627590600e+00
-2.248969391528680006e+01,-8.773565067488085845e+00,-2.097317536716422737e+01,-6.494442741052038670e+00
9.695285698306534528e+00,-1.039904358308095134e+01,2.759189192824556436e+00,-2.619816874094550485e+01
5.571545318028026372e+01,-1.132435780238765410e+01,5.945714397197717993e+00,-4.450451299013388429e+00
-1.970896526391592296e+00,2.220940310827793240e+01,2.451682629425443238e+01,4.159572002907704125e+00
8.307869288855641798e+00,-1.203504813097302950e+01,-5.730332947433799617e+00,2.075776058681916059e+00
-3.230139017060737672e+01,3.941874029791220835e+01,-2.571272664280776610e+00,1.751243730602673665e+01
1.464433965789225489e+01,-6.141482697209353248e+00,6.950765157981857456e+00,-3.318799712187794171e+01
-1.856272356823641090e+01,1.219741972729632984e+01,-1.891407324354572950e+01,3.534196450951811563e+00
4.153971058389146265e+01,-1.755688573908368255e+01,1.597711348348441529e+00,-1.256148730461220664e+00
-2.397948560341377089e+01,-1.400697397844684566e+01,1.870102617825489233e+01,-8.396613966372335369e+00
-4.606593523552773739e+00,-1.237454846968139321e+01,9.611308969711373607e+00,5.667344154862592021e+00
-2.212054565641715698e+01,2.418589519619059214e+00,1.870152791756932231e+01,4.188637037030110477e+00
-1.449667916024734993e+01,1.321043094780231542e+01,-1.894566545786669565e+01,-3.765963259631334714e-01
-2.619983463218198949e+01,1.698204736196105902e+00,1.402057958878079447e+01,3.757932850637104027e-01
-3.565935534895970704e+01,2.577787523539049275e+01,8.712793497591031056e+00,-1.508102788194816668e+01
4.970124263645887908e+01,-3.547061594804226115e+00,9.744142206327994771e+00,-1.357806341732105126e+00
5.627636952046658791e+01,-1.038657390240333456e+01,4.879534311012382553e+00,-4.125916968597176826e+00
-4.258973692912940479e+00,3.106687425684626547e+01,4.970663396923774791e+00,1.280464277005598639e+01
-1.101030772067952945e+01,2.904680467225648322e+00,-4.553907146193672872e+01,1.835391641218424297e-01
1.770623137692158267e+01,-3.527654041447678690e+00,-1.102237770509568016e+01,3.738799846461855925e+00
-2.512241736464752151e+01,1.216847990386814260e+01,-4.483867322346319462e+00,-1.742511886922673225e+00
2.423853539356887055e+01,2.565597183579231277e+00,-6.895613657227266380e+00,-8.323204585684397472e+00
1.737152554404505267e+01,-1.565017068818659318e+01,-2.398059969981642947e+00,-2.548308183276721373e+00
-1.986608255065787532e+01,5.528947977745461984e+00,1.025546399254118501e+00,1.601663010328693293e+00
-2.725813348734958907e+01,5.031293811899907320e-01,-1.079870778450068336e+01,1.258808628543729391e+01
-2.507430179540509485e+01,2.162774203851209620e+01,4.910017808867026545e+00,-1.041081058183080188e+01
6.092898650620223577e+01,-2.006844060895735637e+01,-2.366966238967638958e+01,7.595244663146873521e+00
-1.115537779052706213e+01,9.130029181575261887e+00,5.672992325324817564e+00,2.660019808438692124e+00
6.585809175118154890e+00,9.500522347586382921e+00,3.131821972071007565e+01,-1.110678871527693978e+01
3.568452687613357455e+01,-2.630409550810231067e+01,-3.080260263073086424e+00,-8.506921339861834852e+00
1.562428263301032061e+01,1.168719273160557925e+01,-3.028195160884648018e+00,-1.378037375921801644e+00
-2.061519688959135621e+01,-2.655379894070819535e+00,3.933186923845252636e+01,-1.879831954147001438e+00
-2.955076344463262572e+01,-5.138758018421601292e+00,-5.753885362233034151e+00,3.540351881606545348e+00
8.978185759733209537e+00,-1.668271110876932894e+01,-5.865390354835442821e+01,3.981192088689400332e+00
-2.446006458640422920e+01,1.590089907545228698e+01,1.594606260199271119e+01,-1.656778078072364480e+01
1.207211552100193686e+01,-2.991065724778031232e+00,8.650676497765127593e+00,1.036369233499443254e+01
-4.592612561593839793e+00,-6.016486020613810837e+01,-9.724776430303400332e+00,3.270457528630123178e+00
-1.473304236795350874e+01,6.553443857907475412e+00,-4.098788576925313265e+01,-2.896197588492460007e+00
3.130050109008352788e+00,-6.839192592473056997e+00,5.405100492213054331e+00,-2.693127759110014807e+01
2.255714569392316449e+01,-6.748745645423365191e-01,-7.860010270104754504e+00,-2.839847592624758832e+00
2.579004837209654610e+01,8.578057166457609739e+00,-1.276542033273002730e+01,-9.698124717411510387e-01
-3.834247607452600182e+00,2.465150082689950750e+01,5.937469195973228864e+00,1.496371231190599183e+01
1.830546557959246812e+01,-4.557693962779298147e+01,-3.795141259515106391e+00,3.260244519877796954e+00
-5.052457252963102441e+00,7.821002403791235125e-01,-1.794506891772756418e+01,7.541094872602567278e+00
-2.817389964282076065e+01,-4.166917322868551210e+00,-2.234931594747117245e+01,-5.660486784410537986e+00
-1.516992203441053988e+01,2.012485208318679941e+00,3.804730732329472787e+00,9.734102562569761474e+00
9.057604650129487123e-01,1.971333701306411257e+01,3.662497235640735482e+01,-1.525127360988570047e+01
3.294264651361365281e+01,-2.242060872498477764e+01,-4.458232345752217718e+00,-9.296921971395349260e+00
2.163248372126672692e+01,9.146641370824521999e+00,-1.079696522420323390e+01,1.244311908741249262e+01
-1.520365818397028157e+01,9.608551697532549341e+00,3.258753021615045764e+00,1.197013559087543833e+01
-4.508014313343760016e+00,-7.535630544522260443e+00,1.415614439896745935e+01,8.195974041077734640e+00
-3.320298213616581506e+01,4.313480392533211472e+01,-4.873302281049020301e+00,1.656725120895011827e+01
5.395686031962223517e-01,-1.605713653449958755e+01,5.760810857191306589e+00,-2.859597664797505434e+00
-6.374945103199289420e+00,-7.465823838930336187e+00,6.274125009681557508e+00,-2.291311122939214684e+01
-1.713307360126441381e+01,3.490851975312753552e+01,5.499833654091671242e+00,-1.554610113494733881e+01
2.413142926989450032e+01,2.599290989022765785e+00,-1.207851072011723659e+01,6.124500760226287532e+00
-1.976207879351301244e+01,-8.521082183314860892e-01,3.347192112167982181e+00,1.018835920471508594e+01
-3.117829870386180247e+01,-8.140592967719030071e+00,-1.605650699804448323e+01,-6.178363297135239129e+00
-2.369103868073864305e+01,-1.681833513592228435e+00,-1.991653899257347504e+01,-5.043754975690196929e+00
9.056340713525340647e+00,-4.670360490182076774e+00,-2.968523231124322148e+00,-1.358862786682796120e+01
-6.260571710033667969e+00,7.374764760795835095e+00,1.708188445747105533e+01,1.046481688718724534e+01
-1.782464636623846843e+01,-1.507271012165273483e+01,2.333790578624317291e+01,-9.903424380604116450e+00
-6.168901423183450916e+00,-1.402629553521301808e+01,8.127460353295058226e+00,-2.664968247970586290e+00
-2.827160357716859451e+01,-1.670166388293998105e+00,-2.734006497149835369e+01,-3.592717546734831569e+00
-1.344547862231128477e+01,-1.557500457804972704e+01,5.767083234372639922e+00,-9.642654045256479067e-01
-1.834259339893110408e+01,9.301018450173950569e+00,1.220451189525620883e+01,-2.961593836337503838e+00
3.832741623544390563e+01,-1.275437829336307871e+01,6.179075585152115302e+00,-2.084090423817293924e+00
-1.554221468453656385e+01,6.626361967914507822e+00,-4.802193027713529005e+01,-5.089950732045943838e+00
-3.934913697678947386e+01,1.825607071872762432e+01,1.132481450454558747e+01,-9.593448220546562766e+00
6.157713730485016868e+01,-1.656293631106838760e+01,-2.373934773172141277e+01,1.335550268619305214e+01
2.154255289075912572e+01,3.766596013922957287e+00,-5.569671840699752074e+00,-7.480263326925431500e+00
-3.486043999285412198e+00,9.203013934270767749e+00,2.241522127672530473e+01,8.089951437455015437e+00
-2.678728098502592303e+01,1.907302931009237312e+01,1.320850811789964574e+01,-1.164142286270254978e+01
-2.177699884075727610e+01,-4.248856598867593704e+00,1.277312684588431857e+01,-1.523547158835099502e+01
-1.660829836121783742e+01,8.056772143400486641e+00,1.867387858623839136e+01,1.071489983107318267e+01
-2.787881953618419928e+01,-9.521071066655936832e+00,-1.718099652531444832e+01,-7.533676910212446565e+00
6.284086850696066762e+00,1.823189598549809176e+01,-1.428828633019843153e+01,6.494606316588237505e+00
-1.403288090080058836e+01,-2.877228215954306556e+00,3.480590459384983149e+01,7.303000372295763931e+00
5.768385651577903062e+00,1.639237314046452809e+01,3.215749901765154561e+01,-2.941917300073316976e+00
5.892974949297076392e+01,-2.581458604402444124e+00,8.352030650709691972e-01,-1.136955359554955081e+00
-6.133730055295850470e+00,-9.487127308967336248e+00,2.738249347337338602e+00,-3.176794036431300761e+00
-5.225298669192441459e+00,-5.413209180040707835e+00,1.592573416173248191e+01,1.120520785316361234e+01
-2.400611537682049246e+01,-5.064260896994171368e+00,1.015853556400227475e+01,9.140365944941146736e+00
-3.210978339786100832e+01,-1.029764824812679835e+00,-2.558816634941247514e+01,-5.866688570301008987e+00
5.543191329159289182e+01,-9.972382139161362957e+00,4.679367217854106364e+00,-5.444223894208317205e+00
-2.051266619932448521e+01,1.434247739729517024e+00,-2.011386375787145298e+01,1.003230526670313205e+00
-3.735013798823173303e+00,2.665283126727375773e+01,1.323413861840395711e+01,2.843741719478447005e-01
3.134720851335969982e+01,-2.250394282291970782e+01,-1.017685175813415732e+01,-3.845391283141020633e+00
2.029880480914495422e+01,6.262821504864566347e-01,-1.637530796060001492e+01,-1.298655761255347096e+00
1.450183648148978399e+01,-9.622942542337204586e+00,1.133897334569336124e+01,-1.489871301919087232e+00
-1.259765283256331436e+01,2.116179767834379444e+00,5.746218398010976891e+00,-1.673984719352241024e+00
-5.104114742621695733e+00,1.655785079088919787e+01,9.259499598597379588e+00,1.182100285926870598e+01
-1.212626218076361440e+01,3.749500611922991222e+00,-4.245469907956719879e+01,-3.255077665381993945e+00
-2.855826886683163934e+01,-1.548744995748588416e+01,-2.178669323712861328e+01,4.361106612332663168e+00
-4.233716899111106713e+00,2.022202142779629597e+01,1.288797889697960386e+01,6.352133058765639939e-01
-9.035114051731799378e+00,-4.384242367021877307e+00,1.930624377747249598e+00,1.503594674107302076e+01
-1.339185813148431770e+01,-8.691334412205323545e+00,3.518430261835342066e+01,2.585644590150387945e+00
1.634825986038352275e+00,-5.100798472487899637e+00,-1.917033938567559215e+00,1.923315009551604149e+01
-3.448567180913355656e+01,6.280060141012752339e+00,-4.439665069701254296e+00,4.934927925680319127e+00
3.849913028429557471e+01,-1.633978954346173751e+01,-5.231254847804049035e+00,-9.085610141018699792e+00
-1.755614244819787118e+01,-1.437937624390368541e+01,1.876939853590953433e+01,-1.258347134755874741e+01
-2.223420322540147487e-01,5.663881308048183350e+00,2.170018281027064688e+01,-2.298889184171297284e+00
-1.337439402828805868e+01,6.268783752093535888e+00,5.597728043167069067e+00,-5.887773135001420854e+00
3.819070769605844351e+00,-8.493442926027690021e+00,-2.518732444574239082e+01,-9.894415628415508479e+00
1.447356156020513041e+01,2.973179011262018001e+00,6.817155507290161509e+00,5.184096196800869194e+00
1.175223812410554736e+01,1.988989457177679387e+00,-1.951845208021957134e+01,2.026004070484343167e+00
-8.237246804446231252e+00,2.344761438400998088e+01,3.971497293713712740e+00,1.221897977625869736e+01
1.023852704869242380e+01,7.984470096167359365e+00,-1.452856348257834362e+01,2.314385361356755322e+00
9.233267190888495790e+00,-1.607188175210598402e+01,-6.016657867978192797e+01,5.901315970972538238e+00
1.606476258635725074e+01,-8.804826945356069245e+00,1.088928519093224168e+01,-1.212864635896372789e+01
-2.300146770974820498e+01,5.162647056630428999e+00,1.840650011845756850e+01,-1.425366019342108359e+01
-1.615048290879817472e+01,1.296501955782096438e+01,-4.951303151583596218e+01,-9.772682748218003423e-01
6.783490678640220928e+00,-4.978444791737628439e-01,8.453308558221225510e+00,-2.453231616873559418e+01
-2.283371543279568172e+01,3.636740155664990226e+01,4.552712786895643404e+00,-1.302772310612732554e+01
-8.047632680620349532e+00,-1.248693840447282177e+01,1.706950747636494725e+01,4.747135621008270689e+00
7.748258919378495868e+00,1.151862896001992986e+01,-1.791596151598291797e+01,6.042582324773888125e+00
-1.504626299542241163e+01,-4.252743836430927793e+00,3.261309746017574440e+01,4.551595359505734351e+00
-4.155581382834278514e+01,1.966293711424936674e+01,6.558177825831208452e+00,-1.438250435582200559e+01
-1.621414236789087582e+01,-1.587919948405161819e+00,-2.484895943830579768e+01,2.965838875633376670e+00
-4.085249698505947435e+00,7.212148409840171581e+00,-3.752770177981049216e+01,2.923270108426223501e+01
-1.363496153221623253e+01,-5.498895216082728687e+00,3.301280148807448001e+01,-5.038387789150865714e+00
-1.346424951918302604e+01,-4.433487385685062621e-01,-3.528151029365385938e+00,2.881680325785576002e+01
-7.506852300559107016e-01,-6.148104152666178379e+01,-1.122035374834990229e+01,6.267472695060698484e-01
-7.273237670367576513e+00,1.179555517454265257e+01,-3.241167055156198984e+01,2.161300977357838993e-01
-1.689203787400753498e+00,-4.392426981448024570e+00,-8.155755952628886973e+00,-5.004184305546015565e+00
-2.700305167220798097e+01,1.098968651866162638e+01,2.296082177267219393e+01,-5.148624567273918373e+00
-2.198466334319544302e+01,-4.212769705648326202e+00,3.166986349243418530e+01,-1.490452824048582814e+00
-3.761748147975053858e+00,-8.862042981276470499e+00,1.783243290263628822e+01,-1.511323902456879864e+00
2.101946396329475331e+00,3.725295454678735751e+01,-1.593772097366888651e+01,3.239109085089260098e+00
-8.580537109342051494e+00,2.343383405928424423e+01,-7.332461613418955970e+00,2.193620636367004906e+01
-2.277099943688110883e+01,1.838132938576915265e+01,1.596579636722279716e+01,-1.127906294222822758e+01
3.026567591958182035e+01,1.272481947862113572e+01,-1.863670277413702436e+01,1.755789296388375220e+00
1.515159519249887410e+01,2.910436125488305770e+00,-2.277233158939855784e+00,1.509180146955615065e+01
-1.898114873830326177e+00,2.801943553643369000e+01,3.761635937143582709e+01,2.880853254360203231e+00
-2.864253097258637748e+00,1.979066928545365656e+01,-1.649610463433890617e+00,1.455996425657228244e+01
5.876122073199103291e+00,-4.981137914132745692e+01,5.290697286579642444e+00,-2.272944033666842584e-02
-1.430890077434376373e+01,-1.012523736140989961e+01,3.881433759736918176e+01,2.664712192500759969e+00
2.431845535246553069e+01,7.540735971803362858e+00,-1.796566130100757874e+01,2.175079385921788955e+00
5.966366237451320664e+00,-1.537661034071959953e+01,8.042851204414633415e+00,3.666160399670972958e-01
1.492500583115444479e-01,-1.103147299078303512e+01,2.306934783527148092e+00,7.543149456306506018e+00
4.479888216607029072e+00,-2.377565008672345215e+00,3.851662745403420729e+01,7.986684999648833383e+00
1.582002103249283920e+01,-7.861991827914970976e+00,4.023091680448540153e+00,-1.423412301495833532e+01
-6.529838870304768284e-01,2.088221409915107785e+01,3.875140324269143832e+01,-4.941982529188526208e+00
-1.207420420135551886e+01,1.470781604950292731e+01,-1.155592287573728427e+01,5.915809498857881543e+00
2.705322749248571768e+01,1.075461266547006289e+01,-1.840561621446429896e+01,-1.167891867368380021e+00
-1.089343497810990868e+01,-5.953498934043674140e+00,-1.339551517276840542e+01,9.043699160429112581e-04
-1.367766670203435453e+01,1.440568006321486294e+01,2.565275987643316569e+01,1.164531070333899088e+01
-1.105324017626497302e+01,-5.419114427161232372e-01,1.441512694820550777e+01,1.072581715462534824e+01
-2.684200650297674073e+01,7.327084176599148790e+00,-2.712101981396870087e+01,-6.736726620887600880e-01
-3.720472556555031840e+00,-5.935156767278459000e+01,-8.620491384724026318e+00,2.078240723426452607e+00
-3.267449302983864357e+01,7.388052913912176223e+00,8.903044861819283895e+00,2.154576600292617883e+00
1.509597249494539817e+01,-8.677900797270359234e+00,-3.299448502792252658e+00,3.444635748611657888e+00
1.534779820977969855e+01,1.481658307934605290e+01,-4.702722121746765183e+00,7.228028943530625305e+00
-3.869347656517995726e-01,2.162899411052168475e+01,3.715741261582012100e+01,1.873627225310584288e-01
-9.782580795406589758e+00,1.629702024333457899e+00,-3.534815411351137016e+01,1.194139764865143505e+00
6.763646633488767712e+00,-1.482934978865150377e+01,-5.799324487813095175e+01,2.768142516491020277e+00
1.172395926320808179e+01,-9.287559087351278109e+00,7.872621625408352308e+00,-1.869245973647487702e+01
2.510324753329620151e+01,-1.785034447503345234e+01,-2.011113202883216822e+00,-1.093941827429291713e+01
1.888557338609362923e-01,1.583444533815241506e+01,-5.803221034200210404e+00,1.881893167764553354e+01
4.947153798748136211e+01,-3.914213793763964588e+01,-1.637965671935440426e+01,8.608740628696377684e+00
2.626668028496439433e+00,-8.635846481234903393e+00,-1.533145310236393577e+01,1.891720366761810324e+00
2.628758594391892092e-02,1.351318439119626369e+01,-1.646890556105724457e+01,4.459503167308703553e+00
5.354159766609521753e+00,-8.251639537144498604e+00,6.538465756175128041e-01,1.990169438529437329e+01
-1.335220662873818043e+01,-7.193012016273021558e+00,2.416174119289878774e+01,6.541357035120407559e+00
1.196551409147133249e+01,-1.068998804737670305e+01,4.518858600142515058e+00,-1.232313124241734315e+01
-3.579845465302249785e+00,-2.493055145210446710e+01,4.331723353927445785e+00,-9.866188899675097934e-01
1.989199318038464170e+01,-5.396742366036974659e+00,2.334374966103507809e+00,-1.113213173041952508e+01
-5.796861243014318710e+00,-1.263403295994488751e+01,1.642972273668716454e+01,6.734101649885242402e-01
2.653439189495136930e+01,-4.089080004761076736e+01,-4.271992258777477502e+01,-3.319361687041778586e-01
1.714956248925645710e+01,-7.583872390651637652e+00,1.212377271572332482e+01,-1.524939390550020413e+01
4.015616223171324606e+01,-2.102945175215116791e+01,-6.950995706739374391e+00,-1.559989478794802054e+01
3.643541886901902416e+01,-2.825162466869247524e+01,-3.606767618788007113e+00,-7.625082220458883064e+00
2.072522589978164476e+01,-6.954048069761065598e+00,-1.010057154423899739e+01,3.534215362876650945e-01
-2.895634653126295888e+01,-4.922840466332835341e+00,-1.707037274318474829e+01,-6.451774555357292051e+00
-3.269516469212170762e+01,2.123496973190285786e+01,1.133798599142696206e+00,-9.321393318542579465e+00
4.554164444149754587e+01,-5.758199784131108778e+00,-4.244680177020219247e+01,-4.939336257404763231e+00
-1.179382764511869119e+01,2.948362334107420768e+00,-4.453846074203805472e+01,-7.622389830689536794e+00
-5.986817778582552485e+00,-1.029413207918230810e+01,1.050462451385751983e+01,5.858104131872315712e+00
-7.771730660145201419e+00,-6.785877150632216859e-01,-8.393707792548434909e+00,2.666698930400521306e+01
3.835014350445052855e+01,-1.480683347763544511e+01,-1.057981841290074065e+01,-2.511321723858340071e+00
7.234098600480090013e+00,1.856534693664491442e+01,-1.438045775531292492e+01,1.255917887745747308e+00
1.214415934609760583e+01,-7.967896444846895854e+00,9.994256755157682193e+00,-4.553980726715971983e+00
3.091509918385228062e+01,-1.793377093740135209e+01,1.101029542311403198e+01,1.094179852763112848e+01
1.415035443250976499e+01,-1.103352097346108529e+01,1.331704309968812083e+01,-1.774030447540854283e+01
-1.793977865239306979e+01,-9.680674781489301495e+00,3.676421965103502743e+01,1.585154846491883207e+00
-1.342346497541437034e-01,1.973582152382673272e+01,3.328680612004821882e+01,8.508814950089959028e-01
3.329289152564424370e+01,-2.393393268236017946e+01,-1.198130251468186813e+01,-2.287062629485922116e+01
-3.103269263457803717e+01,2.559625322144179194e+01,1.448868492521871687e+01,-7.152670162194539216e+00
-2.524635796185702996e-01,1.936618788062483887e+01,1.629898118460313228e+01,6.347713417628174426e+00
-4.668781199572834772e+00,1.749328200538853650e+01,3.314311084046269507e+00,6.391157855990936554e+00
1.132418867594119050e+01,-6.187964958922506753e+00,8.049940857563459673e+00,-3.020195139466932233e+01
-3.030322434403502019e+00,-1.733240764146800217e+01,-2.845031530296140421e+00,8.337000480389955115e+00
-2.985720879377233317e+01,1.636803113528863207e+00,1.478307506016380657e+01,-2.397254618171132634e+01
-7.027046151965675946e+00,2.745378849029776092e+01,2.856184508588506077e+01,-1.147326548252443246e+01
-7.492508927034942978e+00,-2.373017313599765998e+01,9.946827888817408869e-01,1.433669534538449497e+01
-2.429782660680484874e+00,2.389868247973097581e+01,3.309020409240530824e+01,-1.113087031660890425e+01
6.175342292938648114e+01,-3.080310247430682580e+01,-1.914121240218823061e+01,4.245495307802491958e+00
-3.825540450864117048e+01,1.141452909230923218e+01,-2.394061750616224948e+00,3.880329266038547331e+00
-1.521719314415112656e+01,1.242127032051111968e+01,1.424395005400091119e+00,1.447629712570467397e+01
4.062856469990813224e+01,-3.325010650941518975e+01,-4.051420865955254413e+01,3.582785742453160616e-01
-2.576473433473418595e+01,-5.508743767388576629e+00,2.787395294354000441e+01,-3.446744097771992532e+00
2.476974484554398259e+01,-3.931931923839459131e+01,-1.855945043900616875e+00,-1.854000585037512039e+01
-8.944991790030243806e+00,-8.429268672029284482e-02,2.781049285580304442e+01,6.402150815646214355e+00
-1.323440550445111086e+01,5.884486550678082573e+00,1.404443086565952825e+01,1.729554892659747267e+01
-8.419515779350701834e+00,2.347731759578178057e+01,5.888908980590776387e+00,1.958042209152871749e+01
3.186300350024139777e-02,-6.253268504248371329e+01,-1.160394570947578252e+01,2.113002537373255940e+00
-1.563913820312766312e+01,-2.798036832833307397e+00,1.613053205110229271e+01,4.470483660014196836e+00
1.827837373943886590e+01,-3.955137490695352032e+00,1.350254186434489911e+00,-5.617755824902211259e+00
-1.758604949067020229e+01,1.025019833628637400e+01,1.026952789309724778e+01,-3.977001728614192988e+00
-4.722701965431361337e+00,2.185016253372253203e+01,3.503548105623563913e+01,-5.574999253977128699e-01
-4.836172468828213056e+00,1.397049688362453779e+01,1.075768515163509242e+01,2.185410152389188898e+00
-2.213266000320273008e+01,1.330778017971716842e+01,2.495816046741697036e+01,-9.091297357928224798e+00
-2.372226034459029353e+00,3.086171919958387377e+01,6.228275786268225644e+00,1.147881214117819404e+01
4.310001829541425167e+01,-3.286399886187242991e+00,1.185681786828759599e+01,2.550661038827004123e+00
-2.949280069655012682e+01,-1.618200632897226265e+00,3.950191413130241802e+00,3.803006089531921763e+00
-1.512199165300182990e+01,2.783654204444280822e+01,1.733532871936036557e+01,-4.886418683062096591e+00
1.083455620075590886e+01,-1.142683415538450120e+01,1.039763928741450805e+01,-1.676851909122132511e+01
-3.443312562469272309e-01,2.213368658027682301e+01,2.778612708826128497e+01,-9.680269382796570454e+00
1.168221281721825378e+01,-1.441381612297235471e+01,3.103668525873260720e+01,-1.092001302155972908e+00
3.677757413695251110e+00,-2.637238083767493801e+00,-1.024605890744118142e+01,1.941553521390072845e+01
2.362078003309803975e+01,-1.835663240341667501e+00,-7.693781808510782305e+00,8.580644162539650566e+00
-3.366995669567832294e+01,1.902948620228916710e+01,8.050063342184078152e+00,-6.971057979804282212e+00
3.757123137430478099e+00,-1.433089377724457059e+01,1.198662048029719429e+01,-1.969917141229505475e+01
-1.207889572247958476e+01,3.372733991206610105e-01,2.964704865598140415e+01,9.517443594782065475e+00
1.222982028739217242e+01,-1.192296340973982360e+01,8.664675247169629557e+00,2.027285103637639097e+01
-2.170445594085743224e+01,-1.563560309500104850e+01,2.215379013609997827e+01,-1.233558016182264616e+01
2.064518590273823406e+01,7.144771194233282330e+00,-1.725316619894527648e+01,3.453437393296480806e+00
-9.581901854627238535e+00,-1.018830690945208950e+01,-1.098996363244827990e+01,1.260228134292729862e+01
-2.452442268804041348e+01,-8.711513907135630674e+00,1.008337347407579188e+01,-1.447906887153503952e+01
